config_id,scenario,topk,chunks,pair_index,order,P_e2e_ms,D_e2e_ms,D_minus_P_ms,relative_speedup
balanced_topk1_chunks4,balanced,1,4,45,"P,D",2.0295679569244385,2.0439040660858154,0.014336109161376953,0.0070140812375951486
balanced_topk1_chunks4,balanced,1,4,46,"D,P",2.031615972518921,2.0449280738830566,0.013312101364135742,0.006509813980331233
balanced_topk1_chunks4,balanced,1,4,47,"P,D",2.031615972518921,2.0449280738830566,0.013312101364135742,0.006509813980331233
balanced_topk1_chunks4,balanced,1,4,48,"D,P",2.0285439491271973,2.0449280738830566,0.016384124755859375,0.008012078745023056
balanced_topk1_chunks4,balanced,1,4,49,"P,D",2.0295679569244385,2.0449280738830566,0.015360116958618164,0.007511323823459115
balanced_topk1_chunks4,balanced,1,4,50,"D,P",2.0285439491271973,2.0439040660858154,0.015360116958618164,0.007515087040280517
balanced_topk1_chunks4,balanced,1,4,51,"P,D",2.0295679569244385,2.042880058288574,0.013312101364135742,0.006516340159141783
balanced_topk1_chunks4,balanced,1,4,52,"D,P",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,53,"P,D",2.0285439491271973,2.041856050491333,0.013312101364135742,0.006519608157946513
balanced_topk1_chunks4,balanced,1,4,54,"D,P",2.0285439491271973,2.0449280738830566,0.016384124755859375,0.008012078745023056
balanced_topk1_chunks4,balanced,1,4,55,"P,D",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,56,"D,P",2.0285439491271973,2.0439040660858154,0.015360116958618164,0.007515087040280517
balanced_topk1_chunks4,balanced,1,4,57,"P,D",2.0305919647216797,2.0449280738830566,0.014336109161376953,0.007010568901895174
balanced_topk1_chunks4,balanced,1,4,58,"D,P",2.0305919647216797,2.0439040660858154,0.013312101364135742,0.006513075434909781
balanced_topk1_chunks4,balanced,1,4,59,"P,D",2.0295679569244385,2.0439040660858154,0.014336109161376953,0.0070140812375951486
balanced_topk1_chunks4,balanced,1,4,60,"D,P",2.0295679569244385,2.041856050491333,0.012288093566894531,0.006018099838104474
balanced_topk1_chunks4,balanced,1,4,61,"P,D",2.0305919647216797,2.045952081680298,0.015360116958618164,0.007507564373650051
balanced_topk1_chunks4,balanced,1,4,62,"D,P",2.0305919647216797,2.0439040660858154,0.013312101364135742,0.006513075434909781
balanced_topk1_chunks4,balanced,1,4,63,"P,D",2.0305919647216797,2.042880058288574,0.012288093566894531,0.006015083223823184
